date,Country,State,Lat,Lon
7/31/20,China,Qinghai,35.7452,95.9956,18
8/1/20,China,Qinghai,35.7452,95.9956,18
8/2/20,China,Qinghai,35.7452,95.9956,18
8/3/20,China,Qinghai,35.7452,95.9956,18
8/4/20,China,Qinghai,35.7452,95.9956,18
8/5/20,China,Qinghai,35.7452,95.9956,18
8/6/20,China,Qinghai,35.7452,95.9956,18
8/7/20,China,Qinghai,35.7452,95.9956,18
8/8/20,China,Qinghai,35.7452,95.9956,18
8/9/20,China,Qinghai,35.7452,95.9956,18
8/10/20,China,Qinghai,35.7452,95.9956,18
8/11/20,China,Qinghai,35.7452,95.9956,18
8/12/20,China,Qinghai,35.7452,95.9956,18
8/13/20,China,Qinghai,35.7452,95.9956,18
8/14/20,China,Qinghai,35.7452,95.9956,18
8/15/20,China,Qinghai,35.7452,95.9956,18
8/16/20,China,Qinghai,35.7452,95.9956,18
8/17/20,China,Qinghai,35.7452,95.9956,18
8/18/20,China,Qinghai,35.7452,95.9956,18
8/19/20,China,Qinghai,35.7452,95.9956,18
8/20/20,China,Qinghai,35.7452,95.9956,18
8/21/20,China,Qinghai,35.7452,95.9956,18
8/22/20,China,Qinghai,35.7452,95.9956,18
8/23/20,China,Qinghai,35.7452,95.9956,18
8/24/20,China,Qinghai,35.7452,95.9956,18
8/25/20,China,Qinghai,35.7452,95.9956,18
8/26/20,China,Qinghai,35.7452,95.9956,18
8/27/20,China,Qinghai,35.7452,95.9956,18
8/28/20,China,Qinghai,35.7452,95.9956,18
8/29/20,China,Qinghai,35.7452,95.9956,18
8/30/20,China,Qinghai,35.7452,95.9956,18
8/31/20,China,Qinghai,35.7452,95.9956,18
9/1/20,China,Qinghai,35.7452,95.9956,18
9/2/20,China,Qinghai,35.7452,95.9956,18
9/3/20,China,Qinghai,35.7452,95.9956,18
9/4/20,China,Qinghai,35.7452,95.9956,18
9/5/20,China,Qinghai,35.7452,95.9956,18
9/6/20,China,Qinghai,35.7452,95.9956,18
9/7/20,China,Qinghai,35.7452,95.9956,18
9/8/20,China,Qinghai,35.7452,95.9956,18
9/9/20,China,Qinghai,35.7452,95.9956,18
9/10/20,China,Qinghai,35.7452,95.9956,18
9/11/20,China,Qinghai,35.7452,95.9956,18
9/12/20,China,Qinghai,35.7452,95.9956,18
9/13/20,China,Qinghai,35.7452,95.9956,18
9/14/20,China,Qinghai,35.7452,95.9956,18
9/15/20,China,Qinghai,35.7452,95.9956,18
9/16/20,China,Qinghai,35.7452,95.9956,18
9/17/20,China,Qinghai,35.7452,95.9956,18
9/18/20,China,Qinghai,35.7452,95.9956,18
9/19/20,China,Qinghai,35.7452,95.9956,18
9/20/20,China,Qinghai,35.7452,95.9956,18
9/21/20,China,Qinghai,35.7452,95.9956,18
9/22/20,China,Qinghai,35.7452,95.9956,18
9/23/20,China,Qinghai,35.7452,95.9956,18
9/24/20,China,Qinghai,35.7452,95.9956,18
9/25/20,China,Qinghai,35.7452,95.9956,18
9/26/20,China,Qinghai,35.7452,95.9956,18
9/27/20,China,Qinghai,35.7452,95.9956,18
9/28/20,China,Qinghai,35.7452,95.9956,18
9/29/20,China,Qinghai,35.7452,95.9956,18
9/30/20,China,Qinghai,35.7452,95.9956,18
10/1/20,China,Qinghai,35.7452,95.9956,18
10/2/20,China,Qinghai,35.7452,95.9956,18
10/3/20,China,Qinghai,35.7452,95.9956,18
10/4/20,China,Qinghai,35.7452,95.9956,18
10/5/20,China,Qinghai,35.7452,95.9956,18
10/6/20,China,Qinghai,35.7452,95.9956,18
10/7/20,China,Qinghai,35.7452,95.9956,18
10/8/20,China,Qinghai,35.7452,95.9956,18
10/9/20,China,Qinghai,35.7452,95.9956,18
10/10/20,China,Qinghai,35.7452,95.9956,18
10/11/20,China,Qinghai,35.7452,95.9956,18
10/12/20,China,Qinghai,35.7452,95.9956,18
10/13/20,China,Qinghai,35.7452,95.9956,18
10/14/20,China,Qinghai,35.7452,95.9956,18
10/15/20,China,Qinghai,35.7452,95.9956,18
10/16/20,China,Qinghai,35.7452,95.9956,18
10/17/20,China,Qinghai,35.7452,95.9956,18
10/18/20,China,Qinghai,35.7452,95.9956,18
10/19/20,China,Qinghai,35.7452,95.9956,18
10/20/20,China,Qinghai,35.7452,95.9956,18
10/21/20,China,Qinghai,35.7452,95.9956,18
10/22/20,China,Qinghai,35.7452,95.9956,18
10/23/20,China,Qinghai,35.7452,95.9956,18
10/24/20,China,Qinghai,35.7452,95.9956,18
10/25/20,China,Qinghai,35.7452,95.9956,18
10/26/20,China,Qinghai,35.7452,95.9956,18
10/27/20,China,Qinghai,35.7452,95.9956,18
10/28/20,China,Qinghai,35.7452,95.9956,18
10/29/20,China,Qinghai,35.7452,95.9956,18
10/30/20,China,Qinghai,35.7452,95.9956,18
10/31/20,China,Qinghai,35.7452,95.9956,18
11/1/20,China,Qinghai,35.7452,95.9956,18
11/2/20,China,Qinghai,35.7452,95.9956,18
11/3/20,China,Qinghai,35.7452,95.9956,18
11/4/20,China,Qinghai,35.7452,95.9956,18
11/5/20,China,Qinghai,35.7452,95.9956,18
11/6/20,China,Qinghai,35.7452,95.9956,18
11/7/20,China,Qinghai,35.7452,95.9956,18
11/8/20,China,Qinghai,35.7452,95.9956,18
11/9/20,China,Qinghai,35.7452,95.9956,18
11/10/20,China,Qinghai,35.7452,95.9956,18
11/11/20,China,Qinghai,35.7452,95.9956,18
11/12/20,China,Qinghai,35.7452,95.9956,18
11/13/20,China,Qinghai,35.7452,95.9956,18
11/14/20,China,Qinghai,35.7452,95.9956,18
11/15/20,China,Qinghai,35.7452,95.9956,18
11/16/20,China,Qinghai,35.7452,95.9956,18
11/17/20,China,Qinghai,35.7452,95.9956,18
11/18/20,China,Qinghai,35.7452,95.9956,18
11/19/20,China,Qinghai,35.7452,95.9956,18
11/20/20,China,Qinghai,35.7452,95.9956,18
11/21/20,China,Qinghai,35.7452,95.9956,18
11/22/20,China,Qinghai,35.7452,95.9956,18
11/23/20,China,Qinghai,35.7452,95.9956,18
11/24/20,China,Qinghai,35.7452,95.9956,18
11/25/20,China,Qinghai,35.7452,95.9956,18
11/26/20,China,Qinghai,35.7452,95.9956,18
11/27/20,China,Qinghai,35.7452,95.9956,18
11/28/20,China,Qinghai,35.7452,95.9956,18
11/29/20,China,Qinghai,35.7452,95.9956,18
11/30/20,China,Qinghai,35.7452,95.9956,18
12/1/20,China,Qinghai,35.7452,95.9956,18
12/2/20,China,Qinghai,35.7452,95.9956,18
12/3/20,China,Qinghai,35.7452,95.9956,18
12/4/20,China,Qinghai,35.7452,95.9956,18
12/5/20,China,Qinghai,35.7452,95.9956,18
12/6/20,China,Qinghai,35.7452,95.9956,18
12/7/20,China,Qinghai,35.7452,95.9956,18
12/8/20,China,Qinghai,35.7452,95.9956,18
12/9/20,China,Qinghai,35.7452,95.9956,18
12/10/20,China,Qinghai,35.7452,95.9956,18
1/22/20,China,Shaanxi,35.1917,108.8701,0
1/23/20,China,Shaanxi,35.1917,108.8701,3
1/24/20,China,Shaanxi,35.1917,108.8701,5
1/25/20,China,Shaanxi,35.1917,108.8701,15
1/26/20,China,Shaanxi,35.1917,108.8701,22
1/27/20,China,Shaanxi,35.1917,108.8701,35
1/28/20,China,Shaanxi,35.1917,108.8701,46
1/29/20,China,Shaanxi,35.1917,108.8701,56
1/30/20,China,Shaanxi,35.1917,108.8701,63
1/31/20,China,Shaanxi,35.1917,108.8701,87
2/1/20,China,Shaanxi,35.1917,108.8701,101
2/2/20,China,Shaanxi,35.1917,108.8701,116
2/3/20,China,Shaanxi,35.1917,108.8701,128
2/4/20,China,Shaanxi,35.1917,108.8701,142
2/5/20,China,Shaanxi,35.1917,108.8701,165
2/6/20,China,Shaanxi,35.1917,108.8701,173
2/7/20,China,Shaanxi,35.1917,108.8701,184
2/8/20,China,Shaanxi,35.1917,108.8701,195
2/9/20,China,Shaanxi,35.1917,108.8701,208
2/10/20,China,Shaanxi,35.1917,108.8701,213
2/11/20,China,Shaanxi,35.1917,108.8701,219
2/12/20,China,Shaanxi,35.1917,108.8701,225
2/13/20,China,Shaanxi,35.1917,108.8701,229
2/14/20,China,Shaanxi,35.1917,108.8701,230
2/15/20,China,Shaanxi,35.1917,108.8701,232
2/16/20,China,Shaanxi,35.1917,108.8701,236
2/17/20,China,Shaanxi,35.1917,108.8701,240
2/18/20,China,Shaanxi,35.1917,108.8701,240
2/19/20,China,Shaanxi,35.1917,108.8701,242
2/20/20,China,Shaanxi,35.1917,108.8701,245
2/21/20,China,Shaanxi,35.1917,108.8701,245
2/22/20,China,Shaanxi,35.1917,108.8701,245
2/23/20,China,Shaanxi,35.1917,108.8701,245
2/24/20,China,Shaanxi,35.1917,108.8701,245
2/25/20,China,Shaanxi,35.1917,108.8701,245
2/26/20,China,Shaanxi,35.1917,108.8701,245
2/27/20,China,Shaanxi,35.1917,108.8701,245
2/28/20,China,Shaanxi,35.1917,108.8701,245
2/29/20,China,Shaanxi,35.1917,108.8701,245
3/1/20,China,Shaanxi,35.1917,108.8701,245
3/2/20,China,Shaanxi,35.1917,108.8701,245
3/3/20,China,Shaanxi,35.1917,108.8701,245
3/4/20,China,Shaanxi,35.1917,108.8701,245
3/5/20,China,Shaanxi,35.1917,108.8701,245
3/6/20,China,Shaanxi,35.1917,108.8701,245
3/7/20,China,Shaanxi,35.1917,108.8701,245
3/8/20,China,Shaanxi,35.1917,108.8701,245
3/9/20,China,Shaanxi,35.1917,108.8701,245
3/10/20,China,Shaanxi,35.1917,108.8701,245
3/11/20,China,Shaanxi,35.1917,108.8701,245
3/12/20,China,Shaanxi,35.1917,108.8701,245
3/13/20,China,Shaanxi,35.1917,108.8701,245
3/14/20,China,Shaanxi,35.1917,108.8701,245
3/15/20,China,Shaanxi,35.1917,108.8701,245
3/16/20,China,Shaanxi,35.1917,108.8701,245
3/17/20,China,Shaanxi,35.1917,108.8701,246
3/18/20,China,Shaanxi,35.1917,108.8701,246
3/19/20,China,Shaanxi,35.1917,108.8701,246
3/20/20,China,Shaanxi,35.1917,108.8701,247
3/21/20,China,Shaanxi,35.1917,108.8701,248
3/22/20,China,Shaanxi,35.1917,108.8701,248
3/23/20,China,Shaanxi,35.1917,108.8701,248
3/24/20,China,Shaanxi,35.1917,108.8701,249
3/25/20,China,Shaanxi,35.1917,108.8701,250
3/26/20,China,Shaanxi,35.1917,108.8701,253
3/27/20,China,Shaanxi,35.1917,108.8701,253
3/28/20,China,Shaanxi,35.1917,108.8701,253
3/29/20,China,Shaanxi,35.1917,108.8701,253
3/30/20,China,Shaanxi,35.1917,108.8701,253
3/31/20,China,Shaanxi,35.1917,108.8701,253
4/1/20,China,Shaanxi,35.1917,108.8701,255
4/2/20,China,Shaanxi,35.1917,108.8701,255
4/3/20,China,Shaanxi,35.1917,108.8701,255
4/4/20,China,Shaanxi,35.1917,108.8701,256
4/5/20,China,Shaanxi,35.1917,108.8701,256
4/6/20,China,Shaanxi,35.1917,108.8701,256
4/7/20,China,Shaanxi,35.1917,108.8701,256
4/8/20,China,Shaanxi,35.1917,108.8701,256
4/9/20,China,Shaanxi,35.1917,108.8701,256
4/10/20,China,Shaanxi,35.1917,108.8701,256
4/11/20,China,Shaanxi,35.1917,108.8701,256
4/12/20,China,Shaanxi,35.1917,108.8701,256
4/13/20,China,Shaanxi,35.1917,108.8701,256
4/14/20,China,Shaanxi,35.1917,108.8701,256
4/15/20,China,Shaanxi,35.1917,108.8701,256
4/16/20,China,Shaanxi,35.1917,108.8701,256
4/17/20,China,Shaanxi,35.1917,108.8701,256
4/18/20,China,Shaanxi,35.1917,108.8701,256
4/19/20,China,Shaanxi,35.1917,108.8701,256
4/20/20,China,Shaanxi,35.1917,108.8701,256
4/21/20,China,Shaanxi,35.1917,108.8701,277
4/22/20,China,Shaanxi,35.1917,108.8701,279
4/23/20,China,Shaanxi,35.1917,108.8701,279
4/24/20,China,Shaanxi,35.1917,108.8701,286
4/25/20,China,Shaanxi,35.1917,108.8701,286
4/26/20,China,Shaanxi,35.1917,108.8701,286
4/27/20,China,Shaanxi,35.1917,108.8701,286
4/28/20,China,Shaanxi,35.1917,108.8701,306
4/29/20,China,Shaanxi,35.1917,108.8701,306
4/30/20,China,Shaanxi,35.1917,108.8701,306
5/1/20,China,Shaanxi,35.1917,108.8701,306
5/2/20,China,Shaanxi,35.1917,108.8701,306
5/3/20,China,Shaanxi,35.1917,108.8701,306
5/4/20,China,Shaanxi,35.1917,108.8701,306
5/5/20,China,Shaanxi,35.1917,108.8701,308
5/6/20,China,Shaanxi,35.1917,108.8701,308
5/7/20,China,Shaanxi,35.1917,108.8701,308
5/8/20,China,Shaanxi,35.1917,108.8701,308
5/9/20,China,Shaanxi,35.1917,108.8701,308
5/10/20,China,Shaanxi,35.1917,108.8701,308
5/11/20,China,Shaanxi,35.1917,108.8701,308
5/12/20,China,Shaanxi,35.1917,108.8701,308
5/13/20,China,Shaanxi,35.1917,108.8701,308
5/14/20,China,Shaanxi,35.1917,108.8701,308
5/15/20,China,Shaanxi,35.1917,108.8701,308
5/16/20,China,Shaanxi,35.1917,108.8701,308
5/17/20,China,Shaanxi,35.1917,108.8701,308
5/18/20,China,Shaanxi,35.1917,108.8701,308
5/19/20,China,Shaanxi,35.1917,108.8701,308
5/20/20,China,Shaanxi,35.1917,108.8701,308
5/21/20,China,Shaanxi,35.1917,108.8701,308
5/22/20,China,Shaanxi,35.1917,108.8701,308
5/23/20,China,Shaanxi,35.1917,108.8701,308
5/24/20,China,Shaanxi,35.1917,108.8701,308
5/25/20,China,Shaanxi,35.1917,108.8701,308
5/26/20,China,Shaanxi,35.1917,108.8701,308
5/27/20,China,Shaanxi,35.1917,108.8701,308
5/28/20,China,Shaanxi,35.1917,108.8701,308
5/29/20,China,Shaanxi,35.1917,108.8701,308
5/30/20,China,Shaanxi,35.1917,108.8701,308
5/31/20,China,Shaanxi,35.1917,108.8701,308
6/1/20,China,Shaanxi,35.1917,108.8701,309
6/2/20,China,Shaanxi,35.1917,108.8701,309
6/3/20,China,Shaanxi,35.1917,108.8701,309
6/4/20,China,Shaanxi,35.1917,108.8701,309
6/5/20,China,Shaanxi,35.1917,108.8701,309
6/6/20,China,Shaanxi,35.1917,108.8701,311
6/7/20,China,Shaanxi,35.1917,108.8701,311
6/8/20,China,Shaanxi,35.1917,108.8701,311
6/9/20,China,Shaanxi,35.1917,108.8701,311
6/10/20,China,Shaanxi,35.1917,108.8701,311
6/11/20,China,Shaanxi,35.1917,108.8701,311
6/12/20,China,Shaanxi,35.1917,108.8701,311
6/13/20,China,Shaanxi,35.1917,108.8701,311
6/14/20,China,Shaanxi,35.1917,108.8701,313
6/15/20,China,Shaanxi,35.1917,108.8701,313
6/16/20,China,Shaanxi,35.1917,108.8701,313
6/17/20,China,Shaanxi,35.1917,108.8701,314
6/18/20,China,Shaanxi,35.1917,108.8701,314
6/19/20,China,Shaanxi,35.1917,108.8701,314
6/20/20,China,Shaanxi,35.1917,108.8701,316
6/21/20,China,Shaanxi,35.1917,108.8701,317
6/22/20,China,Shaanxi,35.1917,108.8701,317
6/23/20,China,Shaanxi,35.1917,108.8701,319
6/24/20,China,Shaanxi,35.1917,108.8701,319
6/25/20,China,Shaanxi,35.1917,108.8701,319
6/26/20,China,Shaanxi,35.1917,108.8701,319
6/27/20,China,Shaanxi,35.1917,108.8701,320
6/28/20,China,Shaanxi,35.1917,108.8701,320
6/29/20,China,Shaanxi,35.1917,108.8701,320
6/30/20,China,Shaanxi,35.1917,108.8701,320
7/1/20,China,Shaanxi,35.1917,108.8701,320
7/2/20,China,Shaanxi,35.1917,108.8701,320
7/3/20,China,Shaanxi,35.1917,108.8701,320
7/4/20,China,Shaanxi,35.1917,108.8701,320
7/5/20,China,Shaanxi,35.1917,108.8701,321
7/6/20,China,Shaanxi,35.1917,108.8701,321
7/7/20,China,Shaanxi,35.1917,108.8701,321
7/8/20,China,Shaanxi,35.1917,108.8701,321
7/9/20,China,Shaanxi,35.1917,108.8701,321
7/10/20,China,Shaanxi,35.1917,108.8701,321
7/11/20,China,Shaanxi,35.1917,108.8701,321
7/12/20,China,Shaanxi,35.1917,108.8701,321
7/13/20,China,Shaanxi,35.1917,108.8701,321
7/14/20,China,Shaanxi,35.1917,108.8701,321
7/15/20,China,Shaanxi,35.1917,108.8701,321
7/16/20,China,Shaanxi,35.1917,108.8701,322
7/17/20,China,Shaanxi,35.1917,108.8701,322
7/18/20,China,Shaanxi,35.1917,108.8701,322
7/19/20,China,Shaanxi,35.1917,108.8701,322
7/20/20,China,Shaanxi,35.1917,108.8701,322
7/21/20,China,Shaanxi,35.1917,108.8701,322
7/22/20,China,Shaanxi,35.1917,108.8701,323
7/23/20,China,Shaanxi,35.1917,108.8701,323
7/24/20,China,Shaanxi,35.1917,108.8701,323
7/25/20,China,Shaanxi,35.1917,108.8701,323
7/26/20,China,Shaanxi,35.1917,108.8701,323
7/27/20,China,Shaanxi,35.1917,108.8701,323
7/28/20,China,Shaanxi,35.1917,108.8701,323
7/29/20,China,Shaanxi,35.1917,108.8701,324
7/30/20,China,Shaanxi,35.1917,108.8701,324
7/31/20,China,Shaanxi,35.1917,108.8701,324
8/1/20,China,Shaanxi,35.1917,108.8701,326
8/2/20,China,Shaanxi,35.1917,108.8701,326
8/3/20,China,Shaanxi,35.1917,108.8701,326
8/4/20,China,Shaanxi,35.1917,108.8701,327
8/5/20,China,Shaanxi,35.1917,108.8701,328
8/6/20,China,Shaanxi,35.1917,108.8701,328
8/7/20,China,Shaanxi,35.1917,108.8701,328
8/8/20,China,Shaanxi,35.1917,108.8701,328
8/9/20,China,Shaanxi,35.1917,108.8701,331
8/10/20,China,Shaanxi,35.1917,108.8701,340
8/11/20,China,Shaanxi,35.1917,108.8701,341
8/12/20,China,Shaanxi,35.1917,108.8701,341
8/13/20,China,Shaanxi,35.1917,108.8701,346
8/14/20,China,Shaanxi,35.1917,108.8701,348
8/15/20,China,Shaanxi,35.1917,108.8701,351
8/16/20,China,Shaanxi,35.1917,108.8701,354
8/17/20,China,Shaanxi,35.1917,108.8701,356
8/18/20,China,Shaanxi,35.1917,108.8701,358
8/19/20,China,Shaanxi,35.1917,108.8701,358
8/20/20,China,Shaanxi,35.1917,108.8701,358
8/21/20,China,Shaanxi,35.1917,108.8701,360
8/22/20,China,Shaanxi,35.1917,108.8701,362
8/23/20,China,Shaanxi,35.1917,108.8701,362
8/24/20,China,Shaanxi,35.1917,108.8701,364
8/25/20,China,Shaanxi,35.1917,108.8701,364
8/26/20,China,Shaanxi,35.1917,108.8701,364
8/27/20,China,Shaanxi,35.1917,108.8701,364
8/28/20,China,Shaanxi,35.1917,108.8701,364
8/29/20,China,Shaanxi,35.1917,108.8701,364
8/30/20,China,Shaanxi,35.1917,108.8701,365
8/31/20,China,Shaanxi,35.1917,108.8701,365
9/1/20,China,Shaanxi,35.1917,108.8701,365
9/2/20,China,Shaanxi,35.1917,108.8701,371
9/3/20,China,Shaanxi,35.1917,108.8701,373
9/4/20,China,Shaanxi,35.1917,108.8701,374
9/5/20,China,Shaanxi,35.1917,108.8701,377
9/6/20,China,Shaanxi,35.1917,108.8701,377
9/7/20,China,Shaanxi,35.1917,108.8701,377
9/8/20,China,Shaanxi,35.1917,108.8701,378
9/9/20,China,Shaanxi,35.1917,108.8701,378
9/10/20,China,Shaanxi,35.1917,108.8701,379
9/11/20,China,Shaanxi,35.1917,108.8701,380
9/12/20,China,Shaanxi,35.1917,108.8701,381
9/13/20,China,Shaanxi,35.1917,108.8701,381
9/14/20,China,Shaanxi,35.1917,108.8701,381
9/15/20,China,Shaanxi,35.1917,108.8701,382
9/16/20,China,Shaanxi,35.1917,108.8701,384
9/17/20,China,Shaanxi,35.1917,108.8701,397
9/18/20,China,Shaanxi,35.1917,108.8701,399
9/19/20,China,Shaanxi,35.1917,108.8701,399
9/20/20,China,Shaanxi,35.1917,108.8701,401
9/21/20,China,Shaanxi,35.1917,108.8701,401
9/22/20,China,Shaanxi,35.1917,108.8701,401
9/23/20,China,Shaanxi,35.1917,108.8701,402
9/24/20,China,Shaanxi,35.1917,108.8701,402
9/25/20,China,Shaanxi,35.1917,108.8701,403
9/26/20,China,Shaanxi,35.1917,108.8701,403
9/27/20,China,Shaanxi,35.1917,108.8701,403
9/28/20,China,Shaanxi,35.1917,108.8701,406
9/29/20,China,Shaanxi,35.1917,108.8701,408
9/30/20,China,Shaanxi,35.1917,108.8701,409
10/1/20,China,Shaanxi,35.1917,108.8701,410
10/2/20,China,Shaanxi,35.1917,108.8701,411
10/3/20,China,Shaanxi,35.1917,108.8701,413
10/4/20,China,Shaanxi,35.1917,108.8701,413
10/5/20,China,Shaanxi,35.1917,108.8701,414
10/6/20,China,Shaanxi,35.1917,108.8701,414
10/7/20,China,Shaanxi,35.1917,108.8701,414
10/8/20,China,Shaanxi,35.1917,108.8701,425
10/9/20,China,Shaanxi,35.1917,108.8701,428
10/10/20,China,Shaanxi,35.1917,108.8701,428
10/11/20,China,Shaanxi,35.1917,108.8701,428
10/12/20,China,Shaanxi,35.1917,108.8701,428
10/13/20,China,Shaanxi,35.1917,108.8701,431
10/14/20,China,Shaanxi,35.1917,108.8701,433
10/15/20,China,Shaanxi,35.1917,108.8701,433
10/16/20,China,Shaanxi,35.1917,108.8701,434
10/17/20,China,Shaanxi,35.1917,108.8701,436
10/18/20,China,Shaanxi,35.1917,108.8701,438
10/19/20,China,Shaanxi,35.1917,108.8701,438
10/20/20,China,Shaanxi,35.1917,108.8701,438
10/21/20,China,Shaanxi,35.1917,108.8701,438
10/22/20,China,Shaanxi,35.1917,108.8701,438
10/23/20,China,Shaanxi,35.1917,108.8701,444
10/24/20,China,Shaanxi,35.1917,108.8701,445
10/25/20,China,Shaanxi,35.1917,108.8701,444
10/26/20,China,Shaanxi,35.1917,108.8701,447
10/27/20,China,Shaanxi,35.1917,108.8701,453
10/28/20,China,Shaanxi,35.1917,108.8701,454
10/29/20,China,Shaanxi,35.1917,108.8701,454
10/30/20,China,Shaanxi,35.1917,108.8701,454
10/31/20,China,Shaanxi,35.1917,108.8701,455
11/1/20,China,Shaanxi,35.1917,108.8701,455
11/2/20,China,Shaanxi,35.1917,108.8701,455
11/3/20,China,Shaanxi,35.1917,108.8701,456
11/4/20,China,Shaanxi,35.1917,108.8701,459
11/5/20,China,Shaanxi,35.1917,108.8701,459
11/6/20,China,Shaanxi,35.1917,108.8701,463
11/7/20,China,Shaanxi,35.1917,108.8701,472
11/8/20,China,Shaanxi,35.1917,108.8701,478
11/9/20,China,Shaanxi,35.1917,108.8701,479
11/10/20,China,Shaanxi,35.1917,108.8701,480
11/11/20,China,Shaanxi,35.1917,108.8701,482
11/12/20,China,Shaanxi,35.1917,108.8701,483
11/13/20,China,Shaanxi,35.1917,108.8701,484
11/14/20,China,Shaanxi,35.1917,108.8701,486
11/15/20,China,Shaanxi,35.1917,108.8701,487
11/16/20,China,Shaanxi,35.1917,108.8701,487
11/17/20,China,Shaanxi,35.1917,108.8701,487
11/18/20,China,Shaanxi,35.1917,108.8701,487
11/19/20,China,Shaanxi,35.1917,108.8701,490
11/20/20,China,Shaanxi,35.1917,108.8701,490
11/21/20,China,Shaanxi,35.1917,108.8701,492
11/22/20,China,Shaanxi,35.1917,108.8701,493
11/23/20,China,Shaanxi,35.1917,108.8701,495
11/24/20,China,Shaanxi,35.1917,108.8701,496
11/25/20,China,Shaanxi,35.1917,108.8701,496
11/26/20,China,Shaanxi,35.1917,108.8701,497
11/27/20,China,Shaanxi,35.1917,108.8701,497
11/28/20,China,Shaanxi,35.1917,108.8701,498
11/29/20,China,Shaanxi,35.1917,108.8701,498
11/30/20,China,Shaanxi,35.1917,108.8701,499
12/1/20,China,Shaanxi,35.1917,108.8701,500
12/2/20,China,Shaanxi,35.1917,108.8701,501
12/3/20,China,Shaanxi,35.1917,108.8701,501
12/4/20,China,Shaanxi,35.1917,108.8701,501
12/5/20,China,Shaanxi,35.1917,108.8701,502
12/6/20,China,Shaanxi,35.1917,108.8701,502
12/7/20,China,Shaanxi,35.1917,108.8701,502
12/8/20,China,Shaanxi,35.1917,108.8701,502
12/9/20,China,Shaanxi,35.1917,108.8701,502
12/10/20,China,Shaanxi,35.1917,108.8701,502
1/22/20,China,Shandong,36.3427,118.1498,2
1/23/20,China,Shandong,36.3427,118.1498,6
1/24/20,China,Shandong,36.3427,118.1498,15
1/25/20,China,Shandong,36.3427,118.1498,27
1/26/20,China,Shandong,36.3427,118.1498,46
1/27/20,China,Shandong,36.3427,118.1498,75
1/28/20,China,Shandong,36.3427,118.1498,95
1/29/20,China,Shandong,36.3427,118.1498,130
1/30/20,China,Shandong,36.3427,118.1498,158
1/31/20,China,Shandong,36.3427,118.1498,184
2/1/20,China,Shandong,36.3427,118.1498,206
2/2/20,China,Shandong,36.3427,118.1498,230
2/3/20,China,Shandong,36.3427,118.1498,259
2/4/20,China,Shandong,36.3427,118.1498,275
2/5/20,China,Shandong,36.3427,118.1498,307
2/6/20,China,Shandong,36.3427,118.1498,347
2/7/20,China,Shandong,36.3427,118.1498,386
2/8/20,China,Shandong,36.3427,118.1498,416
2/9/20,China,Shandong,36.3427,118.1498,444
2/10/20,China,Shandong,36.3427,118.1498,466
2/11/20,China,Shandong,36.3427,118.1498,487
2/12/20,China,Shandong,36.3427,118.1498,497
2/13/20,China,Shandong,36.3427,118.1498,509
2/14/20,China,Shandong,36.3427,118.1498,523
2/15/20,China,Shandong,36.3427,118.1498,532
2/16/20,China,Shandong,36.3427,118.1498,537
2/17/20,China,Shandong,36.3427,118.1498,541
2/18/20,China,Shandong,36.3427,118.1498,543
2/19/20,China,Shandong,36.3427,118.1498,544
2/20/20,China,Shandong,36.3427,118.1498,546
2/21/20,China,Shandong,36.3427,118.1498,749
2/22/20,China,Shandong,36.3427,118.1498,750
2/23/20,China,Shandong,36.3427,118.1498,754
2/24/20,China,Shandong,36.3427,118.1498,755
2/25/20,China,Shandong,36.3427,118.1498,756
2/26/20,China,Shandong,36.3427,118.1498,756
2/27/20,China,Shandong,36.3427,118.1498,756
2/28/20,China,Shandong,36.3427,118.1498,756
2/29/20,China,Shandong,36.3427,118.1498,756
3/1/20,China,Shandong,36.3427,118.1498,758
3/2/20,China,Shandong,36.3427,118.1498,758
3/3/20,China,Shandong,36.3427,118.1498,758
3/4/20,China,Shandong,36.3427,118.1498,758
3/5/20,China,Shandong,36.3427,118.1498,758
3/6/20,China,Shandong,36.3427,118.1498,758
3/7/20,China,Shandong,36.3427,118.1498,758
3/8/20,China,Shandong,36.3427,118.1498,758
3/9/20,China,Shandong,36.3427,118.1498,758
3/10/20,China,Shandong,36.3427,118.1498,758
3/11/20,China,Shandong,36.3427,118.1498,760
3/12/20,China,Shandong,36.3427,118.1498,760
3/13/20,China,Shandong,36.3427,118.1498,760
3/14/20,China,Shandong,36.3427,118.1498,760
3/15/20,China,Shandong,36.3427,118.1498,760
3/16/20,China,Shandong,36.3427,118.1498,760
3/17/20,China,Shandong,36.3427,118.1498,761
3/18/20,China,Shandong,36.3427,118.1498,761
3/19/20,China,Shandong,36.3427,118.1498,761
3/20/20,China,Shandong,36.3427,118.1498,762
3/21/20,China,Shandong,36.3427,118.1498,764
3/22/20,China,Shandong,36.3427,118.1498,767
3/23/20,China,Shandong,36.3427,118.1498,768
3/24/20,China,Shandong,36.3427,118.1498,768
3/25/20,China,Shandong,36.3427,118.1498,769
3/26/20,China,Shandong,36.3427,118.1498,771
3/27/20,China,Shandong,36.3427,118.1498,772
3/28/20,China,Shandong,36.3427,118.1498,772
3/29/20,China,Shandong,36.3427,118.1498,772
3/30/20,China,Shandong,36.3427,118.1498,773
3/31/20,China,Shandong,36.3427,118.1498,774
4/1/20,China,Shandong,36.3427,118.1498,774
